3166,2633
2818,2836
2993,1814
3166,3170
1929,2009
2845,2628
3169,3167
2818,2769
1927,2014
2527,1953
2117,2058
2037,1945
1908,2143
1887,1945
2690,1981
1868,2488
2358,1975
1929,1898
2870,2462
2864,2044
2153,2540
2358,2849
2135,2540
1927,2855
2311,1884
2019,1843
3381,2159
1895,2088
1882,2208
2860,3392
3305,2186
2086,2273
3263,1981
1895,2143
2176,3392
1830,2036
1929,2618
2664,3120
3332,2671
1929,1877
2152,2359
2002,1927
3332,3221
3121,3120
1949,1820
2860,1908
1931,2029
2250,2975
2124,2105
2628,2032
2485,1837
3310,2176
3305,1794
3332,3213
1922,1859
2818,2464
2505,2127
2855,1943
3007,1996
1978,2032
1911,1881
2976,2618
2907,2897
2846,2029
2176,2628
3339,3082
2176,3339
3332,2044
2176,3308
2540,3186
2014,1975
1929,3238
2003,3158
3332,2080
3263,2827
2845,2849
3118,2043
2756,1932
2606,1930
1901,2034
2432,2963
1899,2105
1902,2032
1901,1875
1792,3332
1900,2158
1900,2043
2429,2089
1901,2407
3339,2115
1905,1821
1929,1901
1996,2777
2618,2505
1899,2163
2845,2029
2043,3186
1932,2196
2951,2505
1932,2225
1901,2860
2158,2505
1844,2186
1807,1884
2487,2034
2176,1928
3213,1910
3071,1897
1822,1842
1813,1911
1928,2505
2121,1859
1984,1884
2053,1862
1915,2152
2657,2447
3213,1843
2203,1828
1871,2889
2176,2158
1892,2139
1823,2001
3263,2029
1836,1822
2846,2849
1938,2159
2657,2481
1910,1949
2021,2143
3008,2961
2176,1901
1927,1862
2904,1927
1826,1975
3151,3332
1813,1880
1949,1835
2811,2003
2687,1949
1965,1865
2043,2603
1892,3007
1968,2120
2058,1835
1923,2505
1877,2407
2176,1862
2037,2407
2176,2729
3206,3207
1905,2203
2169,1821
2037,2072
2115,1966
1825,1836
2760,1903
2612,2465
2933,1981
3212,1888
1794,2029
2653,2083
2169,2040
2002,2253
2043,2031
2014,1798
1966,1798
1884,2834
1884,3156
2037,2467
2209,1927
3082,3080
2374,2014
3056,3069
2022,3397
1865,2107
2027,2689
3212,3332
1929,1856
2081,2113
2954,2965
1899,2169
1847,2319
3212,2043
3212,3186
1898,2407
1794,1966
2043,2671
2003,2658
1895,3071
2104,1835
2374,1975
2005,2020
2320,2316
2639,1963
1897,1975
2904,2164
1965,1928
1871,1927
2954,3053
2005,2238
1885,1975
2109,2291
2080,3185
1899,1965
2032,1981
3339,3308
1951,2082
2846,2487
2498,2737
1858,2220
2236,3025
1966,1856
2236,2029
3263,1966
2044,2159
3183,2043
2855,1896
3212,1826
1996,2680
2043,2044
2855,1995
1844,2020
2236,2849
2245,2003
3151,2169
2043,2228
2889,2111
1949,2317
2158,1966
2139,1996
1899,2020
2062,2971
2334,1982
2075,2946
2153,2040
3305,2019
3118,1888
3342,1949
2158,3263
2857,1883
2143,2190
1928,2020
2203,1847
2236,2938
1926,3263
2005,1884
2072,2159
1929,3392
1928,2169
2333,2029
3213,2044
1794,2159
2849,2034
1985,1814
2487,2029
2672,2990
2388,1895
2940,2941
3305,2117
2072,2540
1900,1963
1929,3308
3213,2339
3268,2005
2176,2127
1898,2487
2105,2163
1900,2339
1949,1843
2091,2250
3379,2159
1888,3263
1927,2119
2792,2136
2051,2088
2051,2220
3280,2868
3263,2452
2044,3186
1928,2163
1985,2044
2051,2628
3213,3263
1900,1931
1929,2127
2436,2437
1899,1927
2051,2158
2176,3238
1978,2310
1900,3263
3212,2603
2603,3263
2467,2250
3263,2671
2814,2034
1826,1814
1882,1884
2719,2194
1929,2931
2064,2083
3341,2628
2158,3245
2113,2834
2407,2505
2855,1798
1891,2849
1927,1981
1872,3305
2864,3287
1927,1835
1900,2165
2613,2158
2113,2030
2124,2486
2037,1901
1987,2164
2005,2031
1920,1992
1901,2748
1929,1945
2407,3392
2818,2159
1927,1854
1856,2029
1966,2001
1924,2117
2582,2003
2436,2578
1903,1874
1953,3007
2075,2143
1899,2120
2158,2846
2407,2073
1901,1828
2086,3287
1929,2860
2864,2031
1922,2405
2448,2447
2193,2014
2158,1927
2821,2069
2064,2073
2818,1821
2158,1981
2328,2014
1900,2117
1906,2159
2505,2208
2051,1898
2037,2070
1884,1975
2164,1874
2176,2407
2080,2005
1926,2005
2001,2208
2539,3026
2037,2729
1861,2805
2032,2407
2158,2070
2904,3305
1973,1795
2449,2164
2529,2003
3305,1835
2037,2628
2719,2073
1817,1949
1927,1966
2654,3305
2144,1945
2595,2242
1966,2029
2407,2805
2037,1929
1938,2029
1900,2005
3159,2003
2793,2411
2513,2159
2022,2253
2732,1875
1927,1943
2850,1884
2209,2106
2407,1999
1945,2505
1813,1828
1901,2073
1884,1859
2005,2671
2194,1918
3118,3117
1877,1875
2158,2407
1792,3263
2440,2657
2513,1949
1996,2769
1900,2827
2037,2208
2860,1966
1929,2208
2513,1931
1929,2032
2056,2640
2475,1995
1872,3019
2804,2794
2090,2019
2628,2407
2990,2673
1938,2540
2058,2196
1792,2169
2513,1938
1833,1847
2119,2127
3305,1836
2657,3161
2513,2043
2433,2860
2657,3301
2720,2003
2411,2794
2075,2184
1906,2127
3263,3379
2244,1966
2117,2671
2117,1975
1863,1814
2451,2448
1911,2014
1902,2158
2748,2747
2639,1931
2841,1848
2117,2169
2876,2879
2127,3238
1901,2072
3213,2236
1900,1794
1901,2125
1882,2120
1901,1945
2748,2073
3213,2005
1922,1927
2628,2208
2654,2540
1911,2126
2719,2103
2086,1992
2174,1981
2785,2760
2628,1981
1929,2069
1868,1897
2003,2809
3342,1836
2735,2920
2176,2070
1848,2196
1929,2433
3355,1812
2182,2116
1826,2640
2500,2714
1819,2104
2112,2133
2900,1975
2158,2860
3332,2043
2531,1816
3305,2866
2451,3193
2406,2104
2027,3308
2636,2635
1901,1908
2617,1897
1885,2034
2176,2208
2951,2860
3118,2005
1888,2392
2158,2127
2124,2163
2936,1930
1824,1807
1871,2169
1836,2040
1943,1841
1877,2073
2195,1897
1901,1981
2804,1908
2732,2072
2540,2927
2332,2158
2158,2374
2044,2540
3310,3339
2116,3273
1895,1881
2169,2029
2436,1897
2628,2034
2075,1895
2195,2374
2855,1865
2135,2005
2804,2021
2113,1908
3019,1884
2037,3308
1953,2005
2253,2086
1922,2615
2640,1863
2729,2505
3310,2115
2374,2034
2407,1862
2732,2073
1901,2021
2158,2034
2804,2407
2804,1929
2613,2176
3263,2919
2602,2029
1837,2163
3079,3078
1900,2639
1897,2034
2407,2729
3319,2592
3019,2019
2545,2505
1984,2132
2051,2729
2513,2540
2513,2040
2059,1949
1971,1884
1877,1908
1962,2159
1911,2787
2203,2104
1793,1944
2164,2029
1836,2540
1929,2729
1908,2505
1983,1859
2072,1835
2209,2119
2105,2029
2332,2032
2864,2117
1891,1975
2925,2186
1901,2238
3392,2731
1922,1938
1938,2849
2845,2143
2037,1858
1808,2117
2628,2127
2176,2931
3263,2030
2904,2082
2037,2106
3310,2849
1953,1900
3006,2132
3308,2029
2075,2037
2811,2809
1823,2488
2804,2849
2001,2069
2496,2985
2058,1884
1844,1849
2037,2142
1794,2540
1927,3392
1900,1887
2090,2216
2791,1897
2496,2495
1884,2971
2406,2004
1968,1807
2034,2029
2760,1987
2159,2036
2017,3380
1945,2143
1917,2099
3321,2312
3305,2031
1849,2186
2021,1908
2169,2163
1968,2243
2687,1913
1822,1949
2075,1927
3310,2029
2540,2105
1877,2072
1977,2729
2860,1794
1906,2072
2805,2794
2925,1933
1836,2159
1953,2234
2407,1945
2485,2152
2002,1884
3305,2238
2908,2503
2407,2127
2046,2005
2070,2407
2440,3355
1836,2044
2829,1856
1792,2072
2844,1966
2019,2159
1869,2184
2075,2159
2407,2072
1803,1868
2075,2540
1929,3339
3341,1833
2180,2193
2056,2639
1824,2062
2392,2235
2169,2159
2407,2069
1876,1798
3087,2259
2158,2208
1830,1904
2169,2540
1824,1900
1887,2407
1913,1830
3151,3118
2037,2732
3318,2638
2832,2110
2159,2105
2158,2001
2117,2540
1887,2628
2086,2938
1877,2197
2315,1823
3305,1913
2700,1975
1865,2794
1842,2036
2764,2169
2059,2169
1901,1887
1825,2036
2158,2238
1855,2159
2044,1859
1901,2032
2850,1895
2140,2864
3263,1884
3339,2032
1902,1986
3310,1966
2158,2072
3308,2238
3305,2020
2075,2726
2889,2034
2176,1975
2032,3308
3342,1910
1792,2132
2064,2154
2019,2148
2075,2848
3045,2825
2114,2849
1842,2540
2075,2945
2019,2716
3186,2671
3308,2143
1911,2032
2721,2072
2639,1849
3392,2072
2004,2540
3310,2142
2117,2159
2969,2155
3310,2032
2687,1812
1871,1828
1887,1966
2185,2052
2644,2658
1814,1859
2109,2938
1871,2086
2613,2505
2904,2030
1901,2628
1978,1966
2311,3213
1837,2120
2770,3305
1952,2040
1888,3185
2158,2029
2190,2029
1901,2158
2176,2618
2037,2613
2076,2072
3019,1849
1882,3156
2719,1877
3305,1812
1927,2163
1927,2030
1931,2072
2158,2849
2904,2540
1927,2196
2311,2671
2038,2107
1871,2105
2909,2503
3118,1853
1800,1814
3305,1931
2169,2044
2020,2159
2433,1927
3318,3306
2764,2965
3107,2154
2044,2105
1932,1848
2849,2190
3342,2153
3213,1963
2951,2037
2496,2493
2135,2159
1901,2208
2090,2433
2009,2072
2951,1875
2082,2378
2037,1895
2496,3203
1962,1975
1869,2946
2158,2827
1900,1862
2005,2834
1844,1927
3016,2640
2834,1859
2158,2603
3310,1945
2158,3392
2032,3238
2037,1877
2657,3209
1878,2190
2931,1794
2158,1862
1943,2044
1861,2411
2169,2019
2834,2971
2117,2128
2692,3089
2037,3392
1978,3238
1902,2127
2046,3305
1902,2860
2075,3186
1938,2072
2144,2064
3305,1985
1911,2195
2496,2494
2845,2907
2109,2022
2496,3204
1868,3256
2917,2238
3213,2158
2083,3287
2521,2522
1803,1833
1824,2540
2109,2086
2628,1945
2176,2029
1908,2190
3263,1868
2845,2158
2086,1850
3254,1868
1902,2208
2804,2037
1903,2273
1981,2593
3162,2522
3289,3116
1990,2946
1929,2143
2117,2029
2820,2208
3226,2460
1877,2069
2253,1897
1955,2107
3263,2159
2158,2088
2153,1847
2600,2960
2037,3339
3245,3263
1962,2029
2114,2029
2708,3306
3308,1945
2533,2531
2451,1966
2072,1841
2075,1900
1819,3342
2117,2044
2022,2273
2083,1992
1810,1865
1911,2900
1824,2159
2860,2208
3213,2058
1899,1878
1887,1975
2505,2143
1905,1949
2000,2106
3305,2005
2193,1841
1900,1975
1858,2505
2550,1863
1901,2719
1824,2834
1900,2849
3342,1823
1906,2540
2849,2105
1922,2169
2844,2158
1888,2849
2075,2860
3185,3117
1902,3339
2083,1868
2117,2849
1795,2162
2741,1975
2496,3207
2671,2029
2827,2029
2311,2827
2639,1975
3310,2072
1927,2927
1798,2310
3310,2845
3118,2904
2158,1794
1800,2169
1888,3184
2591,2448
1871,2020
2433,1949
2143,2208
2158,2436
3007,2789
2834,2540
3310,2001
2844,2731
1999,2814
2719,2072
1966,2246
2037,1900
1895,2072
2086,2083
2058,2946
2254,1975
3010,1867
2353,3186
2015,2756
3341,2433
1980,2143
2437,2044
2010,1981
2004,2159
2792,2117
2931,2407
2844,2034
3150,1966
1887,2480
2090,2010
1890,1884
1884,2036
2339,2671
2845,2034
1843,2104
2143,2069
2850,2115
2104,1821
2748,2072
2244,2010
3341,2058
1858,3308
2227,2196
1830,2031
2037,2931
2845,3308
2669,2628
3183,2353
1888,2029
2019,2540
2670,2628
1922,2020
2022,2846
1949,2034
3184,3117
2904,2671
1900,2029
1980,2593
2829,2034
1887,3308
2437,2036
1943,2159
2628,2907
2628,1977
2826,2596
2020,2550
2719,2407
1807,2850
3339,2628
2169,2671
2075,1961
2586,2206
1888,2005
2698,2708
2236,2507
1929,2731
1888,2864
2951,1887
2845,2072
2462,2342
2971,2159
2158,1798
3206,3224
1999,1897
2513,1853
1929,2593
2159,2238
2848,2014
3308,2001
2158,2796
1836,1847
2462,2832
2022,2979
2339,3379
3213,1949
3014,1943
2864,2671
3213,2925
2845,1887
2996,3184
2943,2941
2158,1977
3204,2495
2140,2236
1977,1966
2159,2806
2159,1992
2920,3294
2572,1975
3392,1798
2030,2190
3016,1943
2233,2183
2687,2834
2904,1794
2844,2238
2804,2001
2844,3011
2687,2145
1900,1938
3213,2020
2058,2917
2890,1883
2698,2503
3007,2153
2106,2540
2979,2507
2164,1992
3213,2169
1927,2407
1884,2128
2139,2600
2844,3150
1887,1877
1853,1938
2253,3373
2090,1800
2844,2847
2860,1927
3339,2158
2046,1836
3213,1859
3305,2834
1824,2058
2209,1966
3263,2127
1931,2159
2850,2070
2332,2001
3204,3224
3259,1975
1836,2132
2832,2773
1792,2046
2186,2540
2176,2021
2912,2773
2844,1813
1977,2165
2078,2845
2037,2619
2202,1868
3308,2510
1943,2036
2671,1992
1817,2169
2850,1829
2821,1925
2140,2238
2158,2433
2318,1823
1795,1913
3092,2957
2657,2750
2183,2731
3212,1927
1900,2143
2503,2594
1927,2764
3328,3398
2005,2540
1827,3342
3355,2671
2788,2374
2176,2125
2022,2971
2864,1938
1925,2110
1875,2480
3339,2114
3290,2464
2612,1941
1900,1799
2332,2378
2845,3158
2947,2751
2046,2132
2549,2551
2818,1884
1829,2849
1807,2849
1906,2821
3259,2849
1793,2032
3329,3327
3321,2531
2932,2624
2037,2032
3098,2032
2114,2115
1795,1904
3310,2114
2047,1996
1906,1808
2075,2177
2844,2448
2832,2739
2755,2466
1891,1931
2086,1920
1978,2115
3007,1884
2605,2342
2732,1877
3007,2132
2236,1865
2776,2782
2925,2764
2489,3090
2473,2378
2203,2159
1799,1884
2176,2845
1974,2107
3316,3290
2059,1841
1807,1971
3098,2027
2020,2163
1869,2086
3355,1992
2672,2448
1902,1941
3259,2029
2117,1949
1871,1829
3341,1897
2773,2072
2935,3340
2037,3083
3213,1835
2072,2029
2085,2072
2135,2043
1985,1975
1824,2849
2985,3207
3091,3087
2075,1920
1928,1927
2582,2584
1824,2117
3213,1926
3268,2014
1930,2643
1900,1814
1902,2262
2252,2507
1824,2029
2837,2266
2005,2162
3263,2072
3342,2076
2844,1895
2857,2295
2717,1794
1796,1884
3097,2739
3245,3150
3014,1841
2571,2917
2675,2720
2083,2203
3305,2234
1792,1943
2208,2069
1884,2199
2176,2114
2739,1941
2864,1931
2816,2907
3086,1925
3316,2961
2548,2551
2751,2750
2860,1977
2844,2792
2117,3156
2046,2971
2649,2648
3332,2993
2844,3120
3341,1884
3208,3283
1895,3320
3057,3061
2019,1820
2075,1808
2850,2849
3403,3402
1824,2046
1808,1975
1954,2005
2010,1980
2340,2689
2730,3086
2073,2001
3305,2057
2209,2070
2021,1877
3341,2763
2073,1908
2407,3308
1792,2117
2162,2057
2915,2914
2019,2834
1829,3373
2723,2744
1978,1816
1906,1955
2730,3098
1865,2465
1875,1908
1900,2176
2850,2671
2176,1908
2281,3340
2044,1835
1824,2105
2703,2702
2002,1829
1901,1877
3379,2671
2844,2030
1892,2789
2821,1955
2500,2713
1865,2911
3305,1927
2818,1835
2832,2168
3111,2758
2891,2890
2037,2436
1968,3033
2169,1938
2947,2657
1953,1822
2741,2743
2017,2465
3091,2643
2318,2917
2340,2605
1824,2864
2919,1884
3320,2088
2763,2014
2340,2832
1949,2029
3213,1927
2176,2001
2772,2168
3213,2671
3310,3397
1824,1904
1917,2112
2037,2238
1891,2197
2248,2407
1978,1941
3183,2162
1818,1884
2540,2132
2003,3182
1999,1920
2158,2328
1792,3065
1884,1949
2850,2029
2014,1949
2567,2014
3310,1901
3310,2510
2076,2001
1917,2912
2612,3398
2770,2994
1830,2057
1808,3340
1807,2029
2051,2821
3339,2142
2864,3355
3213,3322
2948,2784
2433,2030
1858,2427
1978,2027
1900,3180
1941,2107
2628,3263
2378,2107
2075,2135
2951,1901
2005,2121
3007,2047
2832,2342
1910,2019
3091,3088
1800,1943
2643,3088
1977,1908
1884,2917
2466,1925
1978,2934
2405,2794
2500,1884
3076,3077
2027,3398
2075,2030
2664,2844
1949,2159
2844,1945
2605,2739
2495,3207
2012,2072
2332,2112
2644,3406
2117,1799
2046,1884
2085,1877
2844,3186
1907,1884
3126,3127
2097,2593
2218,2159
2114,2407
2548,3405
1948,2180
3087,2643
2112,2168
2730,2262
2588,2907
2407,2510
2739,3329
2005,2159
2505,2171
1884,2671
3161,2447
2139,3057
